"FIPStxt","State","Area_name","Rural_urban_continuum_code_2013","Urban_influence_code_2013","Metro_2013","Average Employment Data from 2007 to 2017","Average Unemployment Data from 2007 to 2017"
"28077","MS","Lawrence County MS","8","7","0","7045.9384615384615","225.64545454545458"
"28079","MS","Leake County MS","6","6","0","9190.1","323.05"
"28081","MS","Lee County MS","5","8","0","34256.14615384616","1458.7272727272727"
"28083","MS","Leflore County MS","5","8","0","10790.846153846154","673.7181818181818"
"28085","MS","Lincoln County MS","6","5","0","14183.923076923076","546.9090909090911"
"28087","MS","Lowndes County MS","5","8","0","23552.507692307692","1115.5681818181818"
"28089","MS","Madison County MS","2","2","1","44717.04615384615","1370.6136363636363"
"28091","MS","Marion County MS","6","6","0","10540.307692307691","442.5545454545454"
"28093","MS","Marshall County MS","1","1","1","14439.223076923077","682.2636363636365"
"28095","MS","Monroe County MS","7","9","0","15025.646153846154","796.2818181818183"
"28097","MS","Montgomery County MS","7","9","0","6056.046153846154","226.2045454545455"
"28099","MS","Neshoba County MS","7","9","0","12184.307692307691","430.32727272727266"
"28101","MS","Newton County MS","7","9","0","9987.746153846154","333.86818181818177"
"28103","MS","Noxubee County MS","7","9","0","5248.630769230769","262.70454545454544"
"28105","MS","Oktibbeha County MS","5","8","0","19900.723076923077","808.4590909090911"
"28107","MS","Panola County MS","6","4","0","13401.084615384616","726.9909090909091"
"28109","MS","Pearl River County MS","6","3","0","21194.653846153848","832.6318181818181"
"28111","MS","Perry County MS","3","2","1","6440.392307692308","222.6227272727273"
"28113","MS","Pike County MS","6","5","0","14166.592307692308","661.3272727272727"
"28115","MS","Pontotoc County MS","7","8","0","13960.169230769232","499.6545454545454"
"28117","MS","Prentiss County MS","7","9","0","11482.807692307691","468.0045454545454"
"28119","MS","Quitman County MS","6","4","0","4295.592307692307","185.5636363636364"
"28121","MS","Rankin County MS","2","2","1","63481.307692307695","1808.1545454545455"
"28123","MS","Scott County MS","6","6","0","13175.953846153845","402.9818181818182"
"28125","MS","Sharkey County MS","8","7","0","3671.053846153846","115.35"
"28127","MS","Simpson County MS","2","2","1","11869.592307692308","394.29999999999995"
"28129","MS","Smith County MS","8","7","0","8363.476923076923","231.63636363636363"
"28131","MS","Stone County MS","6","6","0","8610.553846153845","282.90000000000003"
"28133","MS","Sunflower County MS","7","8","0","9285.976923076923","572.4636363636363"
"28135","MS","Tallahatchie County MS","7","9","0","6748.223076923076","279.0590909090909"
"28137","MS","Tate County MS","1","1","1","12917.400000000001","494.2727272727272"
"28139","MS","Tippah County MS","6","4","0","9926.407692307692","418.46363636363645"
"28141","MS","Tishomingo County MS","8","6","0","9028.746153846154","355.7590909090909"
"28143","MS","Tunica County MS","1","1","1","5865.107692307692","262.34090909090907"
"28145","MS","Union County MS","6","4","0","13546.261538461538","456.8818181818182"
"28147","MS","Walthall County MS","9","10","0","6662.507692307693","263.7954545454545"
"28149","MS","Warren County MS","4","5","0","20245.115384615383","878.4772727272727"
"28151","MS","Washington County MS","5","8","0","17121.476923076923","1195.1636363636364"
"28153","MS","Wayne County MS","7","9","0","8993.776923076923","377.47272727272724"
"28155","MS","Webster County MS","9","10","0","6034.5230769230775","180.16363636363636"
"28157","MS","Wilkinson County MS","8","7","0","4483.7","181.54090909090908"
"28159","MS","Winston County MS","7","9","0","8519.107692307693","403.12272727272733"
"28161","MS","Yalobusha County MS","7","9","0","6689.5","250.85454545454547"
"28163","MS","Yazoo County MS","2","2","1","9852.461538461539","472.71363636363634"
"29001","MO","Adair County MO","7","8","0","11907.246153846154","364.9772727272727"
"29003","MO","Andrew County MO","3","2","1","12091.015384615386","267.42272727272723"
"29005","MO","Atchison County MO","9","10","0","5911.223076923076","88.68181818181819"
"29007","MO","Audrain County MO","6","5","0","12391.623076923077","365.42727272727274"
"29009","MO","Barry County MO","6","6","0","15454.66153846154","507.37272727272733"
"29011","MO","Barton County MO","6","6","0","7371.384615384615","211.6409090909091"
"29013","MO","Bates County MO","1","1","1","9560.576923076924","311.1727272727273"
"29015","MO","Benton County MO","7","10","0","8653.261538461538","307.29090909090917"
"29017","MO","Bollinger County MO","3","2","1","7589.630769230769","203.31818181818178"
"29019","MO","Boone County MO","3","2","1","80171.62307692308","2096.531818181818"
"29021","MO","Buchanan County MO","3","2","1","41174.06923076923","1414.240909090909"
"29023","MO","Butler County MO","5","8","0","18064.96923076923","704.5409090909092"
"29025","MO","Caldwell County MO","1","1","1","6934.607692307692","148.04999999999998"
"29027","MO","Callaway County MO","3","2","1","21705.753846153846","645.8727272727273"
"29029","MO","Camden County MO","7","9","0","19062.12307692308","793.5681818181819"
"29031","MO","Cape Girardeau County MO","3","2","1","36037.85384615384","1092.5590909090909"
"29033","MO","Carroll County MO","6","4","0","7222.323076923077","185.8136363636364"
"29035","MO","Carter County MO","9","10","0","4636.723076923077","119.46363636363635"
"29037","MO","Cass County MO","1","1","1","46612.50769230769","1662.5045454545455"
"29039","MO","Cedar County MO","6","6","0","7523.892307692308","209.01818181818183"
"29041","MO","Chariton County MO","9","10","0","6522.961538461538","131.3909090909091"
"29043","MO","Christian County MO","2","2","1","37330.0","1135.7318181818182"
"29045","MO","Clark County MO","9","8","0","6054.615384615385","143.3181818181818"
"29047","MO","Clay County MO","1","1","1","105763.5076923077","3615.9454545454546"
"29049","MO","Clinton County MO","1","1","1","13007.223076923077","354.5954545454545"
"29051","MO","Cole County MO","3","2","1","36387.984615384616","989.4227272727275"
"29053","MO","Cooper County MO","6","6","0","10033.93846153846","270.29999999999995"
"29055","MO","Crawford County MO","6","4","0","11851.815384615385","468.3681818181818"
"29057","MO","Dade County MO","8","7","0","5704.253846153846","119.16818181818184"
"29059","MO","Dallas County MO","2","2","1","8340.384615384615","296.84545454545463"
"29061","MO","Daviess County MO","8","4","0","6551.861538461539","127.75454545454546"
"29063","MO","DeKalb County MO","3","2","1","7643.046153846154","160.00909090909093"
"29065","MO","Dent County MO","7","9","0","7989.299999999999","242.8272727272727"
"29067","MO","Douglas County MO","6","6","0","6759.2307692307695","220.97727272727272"
"29069","MO","Dunklin County MO","7","8","0","12635.715384615383","627.7954545454546"
"29071","MO","Franklin County MO","1","1","1","45535.25384615385","1931.5636363636365"
"29073","MO","Gasconade County MO","6","4","0","9847.153846153846","268.3090909090909"
"29075","MO","Gentry County MO","8","7","0","6126.7692307692305","94.52272727272727"
"29077","MO","Greene County MO","2","2","1","119057.44615384616","3963.918181818182"
"29079","MO","Grundy County MO","7","11","0","7005.761538461538","143.1818181818182"
"29081","MO","Harrison County MO","7","11","0","6292.2692307692305","133.04999999999998"
"29083","MO","Henry County MO","6","4","0","11309.415384615384","367.99545454545455"
"29085","MO","Hickory County MO","8","7","0","5369.238461538462","171.5590909090909"
"29087","MO","Holt County MO","8","7","0","5430.823076923077","73.67272727272729"
"29089","MO","Howard County MO","6","6","0","7714.0615384615385","156.67272727272731"
"29091","MO","Howell County MO","7","8","0","16360.246153846154","641.1227272727273"
"29093","MO","Iron County MO","7","10","0","5894.7692307692305","198.14545454545453"
"29095","MO","Jackson County MO","1","1","1","281247.7923076923","13026.009090909092"
"29097","MO","Jasper County MO","3","2","1","49544.56923076923","1656.7045454545455"
"29099","MO","Jefferson County MO","1","1","1","96723.37692307691","3964.2727272727275"
"29101","MO","Johnson County MO","4","3","0","22846.707692307693","804.0909090909092"
"29103","MO","Knox County MO","9","10","0","4503.46923076923","55.32272727272727"
"29105","MO","Laclede County MO","6","5","0","15792.238461538462","690.8499999999999"
"29107","MO","Lafayette County MO","1","1","1","17412.746153846154","559.9727272727273"
"29109","MO","Lawrence County MO","6","6","0","17558.007692307692","547.8045454545455"
"29111","MO","Lewis County MO","9","8","0","7576.823076923077","150.45"
"29113","MO","Lincoln County MO","1","1","1","25341.146153846155","1012.5772727272725"
"29115","MO","Linn County MO","7","11","0","7527.507692307693","241.41818181818178"
"29117","MO","Livingston County MO","6","4","0","9003.984615384616","203.49090909090907"
"29119","MO","McDonald County MO","2","2","1","11269.130769230771","316.5090909090909"
"29121","MO","Macon County MO","7","9","0","9176.115384615385","246.71818181818188"
"29123","MO","Madison County MO","6","6","0","7261.799999999999","218.1681818181818"
"29125","MO","Maries County MO","8","7","0","6696.038461538462","143.8590909090909"
"29127","MO","Marion County MO","5","8","0","15100.107692307693","448.97272727272724"
"29129","MO","Mercer County MO","9","12","0","4732.746153846154","52.61363636363635"
"29131","MO","Miller County MO","6","6","0","12549.369230769229","490.19090909090914"
"29133","MO","Mississippi County MO","6","6","0","7283.123076923077","232.66818181818186"
"29135","MO","Moniteau County MO","3","2","1","9757.707692307693","225.60454545454547"
"29137","MO","Monroe County MO","9","9","0","6468.346153846154","162.10909090909092"
"29139","MO","Montgomery County MO","6","4","0","7900.661538461539","217.01818181818183"
"29141","MO","Morgan County MO","8","7","0","9352.484615384616","377.9272727272726"
"29143","MO","New Madrid County MO","7","9","0","9082.684615384615","341.33181818181816"
"29145","MO","Newton County MO","3","2","1","26142.946153846155","848.9954545454547"
"29147","MO","Nodaway County MO","6","5","0","12773.3","323.66818181818184"
"29149","MO","Oregon County MO","9","10","0","5638.176923076923","160.05909090909088"
"29151","MO","Osage County MO","3","2","1","10163.915384615384","187.45"
"29153","MO","Ozark County MO","9","10","0","5445.384615384615","165.43636363636367"
"29155","MO","Pemiscot County MO","7","9","0","8216.107692307693","355.7136363636364"
"29157","MO","Perry County MO","6","6","0","12165.107692307693","261.3045454545454"
"29159","MO","Pettis County MO","4","3","0","19487.87692307692","672.7545454545456"
"29161","MO","Phelps County MO","5","8","0","19193.67692307692","647.2136363636363"
"29163","MO","Pike County MO","6","4","0","10004.715384615385","269.76818181818186"
"29165","MO","Platte County MO","1","1","1","48209.13076923077","1389.5954545454545"
"29167","MO","Polk County MO","2","2","1","14599.599999999999","492.38636363636357"
"29169","MO","Pulaski County MO","5","8","0","17051.415384615386","568.5227272727273"
"29171","MO","Putnam County MO","9","10","0","5047.123076923077","72.10909090909091"
"29173","MO","Ralls County MO","9","8","0","8456.361538461539","167.0909090909091"
"29175","MO","Randolph County MO","6","5","0","12156.684615384615","434.45"
"29177","MO","Ray County MO","1","1","1","13290.261538461538","409.71363636363634"
"29179","MO","Reynolds County MO","9","12","0","4593.907692307693","123.2636363636364"
"29181","MO","Ripley County MO","9","10","0","6830.3538461538465","255.6590909090909"
"29183","MO","St. Charles County MO","1","1","1","172115.0","5521.331818181818"
"29185","MO","St. Clair County MO","8","4","0","5896.076923076923","163.16363636363636"
"29186","MO","Ste. Genevieve County MO","6","4","0","11832.123076923077","320.55"
"29187","MO","St. Francois County MO","4","3","0","24641.453846153847","1105.3136363636363"
"29189","MO","St. Louis County MO","1","1","1","423875.26153846155","16196.536363636365"
"29195","MO","Saline County MO","6","3","0","12189.253846153846","342.95909090909095"
"29197","MO","Schuyler County MO","9","8","0","4491.053846153846","74.84545454545456"
"29199","MO","Scotland County MO","9","10","0","4971.707692307692","69.92727272727272"
"29201","MO","Scott County MO","4","5","0","18850.669230769232","687.5772727272728"
"29203","MO","Shannon County MO","9","10","0","4866.461538461538","168.0181818181818"
"29205","MO","Shelby County MO","9","10","0","5656.130769230769","96.87272727272726"
"29207","MO","Stoddard County MO","6","6","0","13726.607692307693","556.8"
"29209","MO","Stone County MO","6","5","0","14358.561538461538","689.0727272727273"
"29211","MO","Sullivan County MO","9","10","0","5494.138461538461","100.08181818181816"
"29213","MO","Taney County MO","4","5","0","23246.846153846152","1291.8136363636363"
"29215","MO","Texas County MO","9","9","0","10402.423076923076","388.6863636363636"
"29217","MO","Vernon County MO","7","11","0","10738.192307692309","289.3636363636364"
"29219","MO","Warren County MO","1","1","1","17595.53076923077","596.5045454545456"
"29221","MO","Washington County MO","6","4","0","10574.93076923077","499.99090909090904"
"29223","MO","Wayne County MO","9","10","0","6781.2692307692305","221.0772727272727"
"29225","MO","Webster County MO","2","2","1","16668.223076923077","552.2363636363636"
"29227","MO","Worth County MO","9","10","0","4167.453846153846","30.590909090909097"
"29229","MO","Wright County MO","6","6","0","8574.946153846155","308.68636363636364"
"29510","MO","St. Louis city MO","1","1","1","127254.17692307693","6470.809090909091"
"30001","MT","Beaverhead County MT","7","11","0","7145.7692307692305","110.1409090909091"
"30003","MT","Big Horn County MT","6","6","0","7194.5","281.8818181818182"
"30005","MT","Blaine County MT","9","12","0","4895.792307692308","71.51363636363637"
"30007","MT","Broadwater County MT","9","10","0","5892.0","76.6909090909091"
"30009","MT","Carbon County MT","3","2","1","8472.615384615385","122.25909090909092"
"30011","MT","Carter County MT","9","12","0","4215.8538461538465","13.081818181818182"
"30013","MT","Cascade County MT","3","2","1","34717.82307692308","937.6909090909091"
"30015","MT","Chouteau County MT","8","7","0","5251.076923076923","50.11363636363637"
"30017","MT","Custer County MT","7","11","0","8868.33846153846","118.81818181818181"
"30019","MT","Daniels County MT","9","12","0","4536.8538461538465","15.540909090909093"
"30021","MT","Dawson County MT","7","11","0","8011.923076923077","81.50909090909092"
"30023","MT","Deer Lodge County MT","7","9","0","6848.876923076923","127.21363636363635"
"30025","MT","Fallon County MT","9","12","0","5747.284615384615","25.490909090909096"
"30027","MT","Fergus County MT","7","11","0","8227.2","144.96818181818182"
"30029","MT","Flathead County MT","5","8","0","38832.153846153844","1727.8363636363638"
"30031","MT","Gallatin County MT","5","8","0","49012.16923076923","1168.0409090909088"
"30033","MT","Garfield County MT","9","12","0","3939.9384615384615","13.245454545454542"
"30035","MT","Glacier County MT","7","11","0","7450.307692307692","287.26818181818186"
"30037","MT","Golden Valley County MT","3","2","1","3302.776923076923","13.163636363636364"
"30039","MT","Granite County MT","8","7","0","4494.807692307692","56.890909090909105"
"30041","MT","Hill County MT","7","11","0","9608.538461538461","210.05"
"30043","MT","Jefferson County MT","9","8","0","9429.215384615385","144.48181818181817"
"30045","MT","Judith Basin County MT","8","7","0","4243.9769230769225","25.518181818181816"
"30047","MT","Lake County MT","6","6","0","12920.792307692307","418.69090909090914"
"30049","MT","Lewis and Clark County MT","5","8","0","32704.776923076923","727.0818181818181"
"30051","MT","Liberty County MT","9","12","0","3736.361538461538","18.531818181818185"
"30053","MT","Lincoln County MT","7","9","0","8898.553846153845","470.05"
"30055","MT","McCone County MT","9","12","0","4420.2692307692305","14.80909090909091"
"30057","MT","Madison County MT","9","10","0","7386.538461538462","110.83636363636364"
"30059","MT","Meagher County MT","9","10","0","3754.630769230769","29.236363636363635"
"30061","MT","Mineral County MT","8","7","0","4457.723076923077","86.75454545454545"
"30063","MT","Missoula County MT","3","2","1","51601.82307692307","1506.8409090909095"
"30065","MT","Musselshell County MT","8","7","0","5099.0615384615385","65.61363636363636"
"30067","MT","Park County MT","7","9","0","10148.023076923077","250.87272727272736"
"30069","MT","Petroleum County MT","9","12","0","3552.153846153846","9.363636363636363"
"30071","MT","Phillips County MT","9","12","0","4930.823076923077","60.027272727272724"
"30073","MT","Pondera County MT","7","11","0","5344.961538461538","72.75000000000001"
"30075","MT","Powder River County MT","9","12","0","4536.423076923077","18.781818181818185"
"30077","MT","Powell County MT","6","6","0","5743.407692307693","92.22272727272728"
"30079","MT","Prairie County MT","9","12","0","3797.5923076923073","13.563636363636364"
"30081","MT","Ravalli County MT","6","6","0","18387.784615384615","633.8863636363636"
"30083","MT","Richland County MT","7","9","0","10134.992307692308","105.44545454545455"
"30085","MT","Roosevelt County MT","7","9","0","6674.215384615385","141.21818181818182"
"30087","MT","Rosebud County MT","9","12","0","7474.638461538461","131.41363636363633"
"30089","MT","Sanders County MT","8","7","0","6566.738461538462","249.59545454545457"
"30091","MT","Sheridan County MT","9","12","0","5376.592307692307","31.722727272727276"
"30093","MT","Silver Bow County MT","5","8","0","17283.923076923078","448.95000000000005"
"30095","MT","Stillwater County MT","8","7","0","8496.246153846154","107.9909090909091"
"30097","MT","Sweet Grass County MT","9","12","0","5485.446153846154","37.118181818181824"
"30099","MT","Teton County MT","8","7","0","5944.6846153846145","67.02727272727272"
"30101","MT","Toole County MT","7","11","0","5240.1461538461535","45.95909090909092"
"30103","MT","Treasure County MT","8","7","0","4215.846153846154","10.818181818181818"
"30105","MT","Valley County MT","7","11","0","6901.046153846154","80.64999999999999"
"30107","MT","Wheatland County MT","9","12","0","3583.4076923076927","27.136363636363637"
"30109","MT","Wibaux County MT","9","12","0","4129.715384615385","11.36818181818182"
"30111","MT","Yellowstone County MT","3","2","1","69298.23846153847","1662.6590909090905"
"31001","NE","Adams County NE","4","5","0","17485.946153846155","309.90454545454554"
"31003","NE","Antelope County NE","9","10","0","6716.661538461539","56.63636363636363"
"31005","NE","Arthur County NE","9","10","0","3613.3923076923074","9.368181818181817"
"31007","NE","Banner County NE","9","8","0","4272.046153846154","9.454545454545455"
"31009","NE","Blaine County NE","9","10","0","3986.769230769231","8.727272727272727"
"31011","NE","Boone County NE","9","10","0","6597.053846153846","46.44090909090909"
"31013","NE","Box Butte County NE","7","11","0","9031.323076923076","116.2090909090909"
"31015","NE","Boyd County NE","9","12","0","4102.215384615385","20.718181818181822"
"31017","NE","Brown County NE","9","12","0","4698.346153846154","29.140909090909098"
"31019","NE","Buffalo County NE","4","5","0","26830.699999999997","400.3"
"31021","NE","Burt County NE","8","7","0","6922.738461538462","85.90454545454547"
"31023","NE","Butler County NE","6","6","0","8141.307692307692","78.63636363636364"
"31025","NE","Cass County NE","2","2","1","15790.523076923077","280.78181818181815"
"31027","NE","Cedar County NE","9","10","0","8006.884615384615","67.24999999999999"
"31029","NE","Chase County NE","9","12","0","5842.515384615384","27.549999999999997"
"31031","NE","Cherry County NE","7","11","0","6603.915384615384","45.36363636363636"
"31033","NE","Cheyenne County NE","7","11","0","8574.253846153846","81.35000000000001"
"31035","NE","Clay County NE","8","7","0","6700.292307692308","59.74545454545454"
"31037","NE","Colfax County NE","7","9","0","8538.792307692307","89.3409090909091"
"31039","NE","Cuming County NE","7","9","0","8359.461538461539","76.08181818181818"
"31041","NE","Custer County NE","7","9","0","8700.984615384616","84.34090909090911"
"31043","NE","Dakota County NE","3","2","1","12992.2","271.0409090909091"
"31045","NE","Dawes County NE","7","11","0","7676.161538461539","87.62727272727273"
"31047","NE","Dawson County NE","7","8","0","14528.592307692308","251.27727272727273"
"31049","NE","Deuel County NE","9","12","0","4624.553846153846","18.354545454545455"
"31051","NE","Dixon County NE","3","2","1","6614.2307692307695","60.940909090909095"
"31053","NE","Dodge County NE","4","5","0","19715.284615384615","383.95909090909083"
"31055","NE","Douglas County NE","2","2","1","233555.37692307692","5674.772727272728"
"31057","NE","Dundy County NE","9","12","0","4325.1","17.504545454545454"
"31059","NE","Fillmore County NE","8","7","0","6733.3153846153855","50.945454545454545"
"31061","NE","Franklin County NE","9","10","0","4838.446153846154","29.204545454545453"
"31063","NE","Frontier County NE","9","10","0","5555.361538461539","25.25"
"31065","NE","Furnas County NE","9","12","0","5579.430769230769","43.08181818181818"
"31067","NE","Gage County NE","6","5","0","12631.346153846154","263.48181818181826"
"31069","NE","Garden County NE","9","12","0","3923.146153846154","19.849999999999998"
"31071","NE","Garfield County NE","9","12","0","4344.015384615384","17.55454545454546"
"31073","NE","Gosper County NE","9","8","0","5155.861538461539","18.59090909090909"
"31075","NE","Grant County NE","9","12","0","4646.692307692308","7.527272727272727"
"31077","NE","Greeley County NE","8","7","0","4556.823076923077","23.004545454545458"
"31079","NE","Hall County NE","3","2","1","29959.446153846155","609.4045454545455"
"31081","NE","Hamilton County NE","3","2","1","9043.1","76.69545454545454"
"31083","NE","Harlan County NE","9","10","0","5020.315384615385","28.222727272727273"
"31085","NE","Hayes County NE","9","10","0","4057.415384615385","10.595454545454546"
"31087","NE","Hitchcock County NE","9","12","0","4467.0230769230775","29.186363636363637"
"31089","NE","Holt County NE","7","11","0","9061.915384615384","87.42727272727274"
"31091","NE","Hooker County NE","9","12","0","4003.9538461538464","11.186363636363637"
"31093","NE","Howard County NE","3","2","1","7035.861538461539","62.79545454545455"
"31095","NE","Jefferson County NE","7","9","0","7200.83076923077","77.35000000000001"
"31097","NE","Johnson County NE","8","7","0","5607.5","47.309090909090905"
"31099","NE","Kearney County NE","7","8","0","8235.184615384615","54.01363636363636"
"31101","NE","Keith County NE","7","9","0","7354.807692307692","79.33636363636364"
"31103","NE","Keya Paha County NE","9","12","0","4093.923076923077","10.113636363636363"
"31105","NE","Kimball County NE","8","7","0","5164.161538461539","38.24545454545454"
"31107","NE","Knox County NE","9","10","0","7473.069230769231","82.55909090909091"
"31109","NE","Lancaster County NE","2","2","1","139475.1","2733.95"
"31111","NE","Lincoln County NE","5","8","0","20562.13846153846","346.8863636363636"
"31113","NE","Logan County NE","9","8","0","4326.5","9.054545454545455"
"31115","NE","Loup County NE","9","12","0","3992.5461538461536","9.78181818181818"
"31117","NE","McPherson County NE","9","8","0","4108.038461538462","6.35"
"31119","NE","Madison County NE","5","8","0","19439.62307692308","326.07272727272726"
"31121","NE","Merrick County NE","3","2","1","7391.423076923077","77.61818181818181"
"31123","NE","Morrill County NE","9","10","0","5644.069230769231","45.904545454545456"
"31125","NE","Nance County NE","8","7","0","5351.346153846154","32.63181818181818"
"31127","NE","Nemaha County NE","7","11","0","6769.338461538461","84.13636363636364"
"31129","NE","Nuckolls County NE","9","12","0","5172.492307692307","40.03181818181818"
"31131","NE","Otoe County NE","6","6","0","11162.046153846155","173.22272727272727"
"31133","NE","Pawnee County NE","9","10","0","4587.415384615385","27.10909090909092"
"31135","NE","Perkins County NE","9","10","0","6064.0615384615385","23.250000000000004"
"31137","NE","Phelps County NE","7","9","0","8569.523076923077","73.13181818181818"
"31139","NE","Pierce County NE","9","8","0","7652.584615384616","66.13636363636364"
"31141","NE","Platte County NE","5","8","0","19058.85384615385","302.43181818181813"
"31143","NE","Polk County NE","9","10","0","6582.661538461539","47.56363636363637"
"31145","NE","Red Willow County NE","7","11","0","8791.276923076923","95.9681818181818"
"31147","NE","Richardson County NE","7","11","0","6955.107692307692","99.60909090909091"
"31149","NE","Rock County NE","9","12","0","4484.738461538462","13.381818181818181"
"31151","NE","Saline County NE","6","6","0","10139.915384615384","143.96818181818182"
"31153","NE","Sarpy County NE","2","2","1","76175.11538461539","1507.3909090909094"
"31155","NE","Saunders County NE","2","2","1","14076.107692307693","211.4409090909091"
"31157","NE","Scotts Bluff County NE","5","8","0","19089.06923076923","394.6227272727272"
"31159","NE","Seward County NE","2","2","1","12329.384615384615","149.03181818181818"
"31161","NE","Sheridan County NE","9","12","0","5515.015384615384","45.96818181818182"
"31163","NE","Sherman County NE","8","7","0","4825.661538461538","31.10909090909091"
"31165","NE","Sioux County NE","9","8","0","4410.138461538461","13.854545454545455"
"31167","NE","Stanton County NE","9","8","0","7369.192307692308","58.62272727272727"
"31169","NE","Thayer County NE","9","12","0","6140.415384615384","44.51363636363636"
"31171","NE","Thomas County NE","9","10","0","4148.0615384615385","10.054545454545455"
"31173","NE","Thurston County NE","8","7","0","5757.676923076923","116.72272727272728"
"31175","NE","Valley County NE","9","12","0","5182.784615384615","37.14545454545454"
"31177","NE","Washington County NE","2","2","1","14541.084615384616","201.8409090909091"
"31179","NE","Wayne County NE","6","6","0","8596.43076923077","85.45"
"31181","NE","Webster County NE","9","10","0","4627.307692307692","33.96363636363637"
"31183","NE","Wheeler County NE","9","12","0","4035.1692307692306","8.995454545454548"
"31185","NE","York County NE","6","6","0","10178.515384615386","132.18181818181813"
"32001","NV","Churchill County NV","6","5","0","12938.392307692307","467.69545454545454"
"32003","NV","Clark County NV","1","1","1","780884.5846153846","43929.895454545454"
"32005","NV","Douglas County NV","4","3","0","22265.484615384616","1006.4636363636363"
"32007","NV","Elko County NV","5","8","0","27465.32307692308","759.1863636363637"
"32009","NV","Esmeralda County NV","9","10","0","4145.9384615384615","16.12727272727273"
"32011","NV","Eureka County NV","9","8","0","6002.1846153846145","31.10909090909091"
"32013","NV","Humboldt County NV","7","8","0","12132.538461538461","264.26363636363635"
"32015","NV","Lander County NV","7","9","0","8222.238461538462","110.98636363636363"
"32017","NV","Lincoln County NV","8","4","0","5367.946153846154","78.72272727272728"
"32019","NV","Lyon County NV","4","5","0","20828.153846153848","1302.3045454545456"
"32021","NV","Mineral County NV","7","11","0","4788.761538461538","107.19090909090909"
"32023","NV","Nye County NV","4","3","0","16342.846153846154","944.7272727272725"
"32027","NV","Pershing County NV","9","10","0","6382.4769230769225","103.18636363636365"
"32029","NV","Storey County NV","2","2","1","6205.6","106.19545454545455"
"32031","NV","Washoe County NV","2","2","1","178880.11538461538","9264.545454545456"
"32033","NV","White Pine County NV","7","11","0","8047.5615384615385","152.93636363636364"
"32510","NV","Carson City NV","3","2","1","24382.284615384615","1193.4409090909091"
"33001","NH","Belknap County NH","4","3","0","30229.646153846155","724.1045454545455"
"33003","NH","Carroll County NH","6","4","0","24309.007692307692","532.3954545454545"
"33005","NH","Cheshire County NH","4","5","0","38385.515384615384","877.7045454545455"
"33007","NH","Coos County NH","7","8","0","16038.584615384616","459.30909090909097"
"33009","NH","Grafton County NH","5","8","0","44223.92307692308","882.4136363636364"
"33011","NH","Hillsborough County NH","2","2","1","190135.93076923076","5262.877272727273"
"33013","NH","Merrimack County NH","4","3","0","71185.20769230768","1633.7727272727273"
"33015","NH","Rockingham County NH","1","1","1","148108.11538461538","4109.359090909091"
"33017","NH","Strafford County NH","1","1","1","62294.22307692308","1478.4727272727275"
"33019","NH","Sullivan County NH","7","8","0","23567.59230769231","443.02727272727276"
"34001","NJ","Atlantic County NJ","2","2","1","106365.30769230769","6656.859090909091"
"34003","NJ","Bergen County NJ","1","1","1","390278.4846153846","14002.418181818184"
"34005","NJ","Burlington County NJ","1","1","1","192685.08461538464","7672.913636363636"
"34007","NJ","Camden County NJ","1","1","1","208563.64615384614","10388.345454545455"
"34009","NJ","Cape May County NJ","3","2","1","42802.74615384615","2920.4318181818185"
"34011","NJ","Cumberland County NJ","3","2","1","56525.23846153846","3526.8272727272733"
"34013","NJ","Essex County NJ","1","1","1","294755.53846153844","15522.713636363636"
"34015","NJ","Gloucester County NJ","1","1","1","125730.62307692309","5663.977272727273"
"34017","NJ","Hudson County NJ","1","1","1","273703.22307692305","12115.990909090911"
"34019","NJ","Hunterdon County NJ","1","1","1","63412.13076923077","1759.0681818181822"
"34021","NJ","Mercer County NJ","2","2","1","162602.92307692306","6061.9454545454555"
"34023","NJ","Middlesex County NJ","1","1","1","348275.6769230769","13887.527272727275"
"34025","NJ","Monmouth County NJ","1","1","1","269375.8461538461","10569.677272727275"
"34027","NJ","Morris County NJ","1","1","1","221635.10769230768","7119.877272727273"
"34029","NJ","Ocean County NJ","1","1","1","212825.90000000002","10179.404545454543"
"34031","NJ","Passaic County NJ","1","1","1","196263.5153846154","10585.209090909091"
"34033","NJ","Salem County NJ","1","1","1","28584.892307692306","1378.1499999999999"
"34035","NJ","Somerset County NJ","1","1","1","148873.4076923077","4869.240909090909"
"34037","NJ","Sussex County NJ","1","1","1","70203.53076923077","2723.9727272727273"
"34039","NJ","Union County NJ","1","1","1","223349.09230769234","10022.831818181818"
"34041","NJ","Warren County NJ","2","2","1","51633.16923076923","1942.7636363636361"
"35001","NM","Bernalillo County NM","2","2","1","258033.23076923078","9763.872727272728"
"35003","NM","Catron County NM","9","10","0","3689.9538461538464","57.78181818181818"
"35005","NM","Chaves County NM","5","8","0","24775.276923076923","845.7045454545456"
"35006","NM","Cibola County NM","6","5","0","10672.323076923078","378.84090909090907"
"35007","NM","Colfax County NM","7","11","0","7881.538461538462","204.4636363636364"
"35009","NM","Curry County NM","5","8","0","20713.830769230768","501.00454545454545"
"35011","NM","De Baca County NM","9","12","0","3193.007692307692","21.918181818181818"
"35013","NM","Dona Ana County NM","3","2","1","75829.74615384615","3166.4909090909086"
"35015","NM","Eddy County NM","5","8","0","26660.946153846155","679.0409090909089"
